CÓDIGO	NOMBRE	APODO	CANTIDAD	COSTO	PRECIO	COSTO TOTAL	PRECIO TOTAL
328	PITILLO CAJA ECO X 100	PITI CA ECO	427	7000	7000	2989000	2989000
329	PITILLO BOLSA COLORES	PITILLOBOLSA	428	2000	2000	856000	856000
330	MEZCLADOR	MEZCLADOR	429	900	900	386100	386100
331	MEZCLADOR MAS GDE BLANCO	MEZCLADOR	430	1200	1200	516000	516000
332	BM 020	BM 020	431	1500	1500	646500	646500
333	BM 030	BM 030	432	1800	1800	777600	777600
334	BM 040	BM 040	433	2800	2800	1212400	1212400
335	BM 045	BM 045	434	3500	3500	1519000	1519000
336	BM 055	BM 055	435	4000	4000	1740000	1740000
337	MOLDE OVALADO	MOLDE OND	436	7000	7000	3052000	3052000
338	BM 070	BM 070	437	6000	6000	2622000	2622000
339	BM 100	BM 100	438	8000	8000	3504000	3504000
340	TAPAS2 ONZAS X 100  ACME	2 OZX 100 AC	439	2300	2300	1009700	1009700
341	TAPAS 4-7 ONZAS X 50 ACME	4 OZX50 AC	440	2600	2600	1144000	1144000
342	TAPAS 9-10-12 ONZAS X 50 ACME	9 OZX50 AC	441	3000	3000	1323000	1323000
343	 TAPAS 14-16 ONZAS X 50 ACME 	14 OZX50 AC	442	3400	3400	1502800	1502800
344	TAPA 0.5 ONZAS X 100   DARNEL	0.5 X100 AJ	443	2900	2900	1284700	1284700
345	TAPA 1. 1/2   ONZAS X 100  DARNEL	1 1/2 X100AJ	444	3900	3900	1731600	1731600
346	TAPA 7 ONZAS X 50 DARNEL	7 OZ X50 AJ	445	2600	2200	1157000	979000
347	TAPA 9 ONZAS X 50 DARNEL	9 OZX50 AJ	446	3000	3000	1338000	1338000
348	TAPA 3,5-7 ONZAS X 50 WAU	3.5 OZX50WAW	447	2600	2600	1162200	1162200
349	TAPA 9-10-12 ONZAS X 50 WAU	90ZX50 WAW	448	3000	3000	1344000	1344000
350	TAPA 13-14-16 ONZAS X 50 WAU	140ZX50 WAW	449	3600	3600	1616400	1616400
351	3,5X6X100  BOLSA PP CON ADHESIVO	3.5 X6	450	1500	1500	675000	675000
352	5X10X100  BOLSA PP CON ADHESIVO	5X10	451	3000	300	1353000	135300
353	6X15X100  BOLSA PP CON ADHESIVO	6X15	452	4200	4200	1898400	1898400
354	8X15X100  BOLSA PP CON ADHESIVO	8X15	453	5500	5500	2491500	2491500
355	10X15X100 BOLSA PP CON ADHESIVO	10X15	454	5000	5000	2270000	2270000
356	9X20X100 BOLSA PP CON ADHESIVO	9X20	455	6500	6500	2957500	2957500
357	13X20X100 BOLSA PP CON ADHESIVO	13X20	456	7500	7500	3420000	3420000
358	17X19X100 BOLSA PP CON ADHESIVO	17X19	457	9000	9000	4113000	4113000
359	15X30X100 BOLSA PP CON ADHESIVO	15X30	458	11000	11000	5038000	5038000
360	20X30X100 BOLSA PP CON ADHESIVO	20 X30	459	13000	13000	5967000	5967000
361	TRANSPARENTE DE 12,5 CMS ANF.	TRANS12.5ANT	460	9000	9000	4140000	4140000
362	TRANSPARENTE DE 15 CMS  ANF	TRANS15CMANT	461	11000	11000	5071000	5071000
363	TRANSPARENTE DE 30 CMS ANF.	TRANS30CMANT	462	23000	23000	10626000	10626000
364	TRANSPARENTE DE 45 CMS  ANF.	TRANS45CMANT	463	32000	32000	14816000	14816000
365	TRANSPARENTE DE 50 CMS ANF.	TRANS50CMANT	464	36000	36000	16704000	16704000
366	TRANSPARENTE DE 25CMS X300MTS DIS	TRANS25CMDIS	465	14000	14000	6510000	6510000
367	TRANSPARENTE DE 50CMS X 300MTS DIS	TRANS50CMDIS	466	23000	23000	10718000	10718000
368	TRANSPARENTE DE 50CMS  DISP.PELEX	TRANS50CMDIS	467	32000	32000	14944000	14944000
369	NEGRO DE 25 CMS  ANF	NEG20 25CMAN	468	23000	23000	10764000	10764000
370	NEGRO DE 50 CMS ANF	NEG20 50CMAN	469	42000	42000	19698000	19698000
371	NEGRO DE 25 CMS PELEX	NEG20 25CMDI	470	23000	23000	10810000	10810000
372	NEGRO DE 50 CMS PELEX	NEG20 50CMDI	471	44000	44000	20724000	20724000
373	CLB3  12MMX400MTS  	CLB12X400MTSD	472	15500	15500	7316000	7316000
374	CLB3 12MMX500MTS	CLB312X500MT	473	19500	19500	9223500	9223500
375	CLB3 12MMX900MTS	CLB312X900MT	474	38000	38000	18012000	18012000
376	CLB3 12MMX1000MTS	CLB312X1000M	475	41000	41000	19475000	19475000
377	CLB3 12MMX2000MTS	CLB312X2000M	476	72000	72000	34272000	34272000
378	CLB5 12MMX1000 mts	CLB512X1000M	477	82000	82000	39114000	39114000
379	CLB5 12MMX2000 mts	CLB512X2000M	478	120000	12000	57360000	5736000
380	GRAPA NYLON	GRAPA	479	7500	7500	3592500	3592500
381	CINTA PELIGRO X 500MTS	CINPEL20X500	480	28000	28000	13440000	13440000
382	POLIETILENO C3 AMARILLA 24X50	PNC3AMA24X50	481	3000	3000	1443000	1443000
383	POLIETILENO C3 AMARILLA 48X50	C3AMA 48X50	482	5800	5800	2795600	2795600
384	POLIETILENO C3 AMARILLA 72X50	C3AMA 72X50	483	9000	9000	4347000	4347000
385	POLIETILENO C3 AMARILLA 96X50	C3AMA 96X50	484	14000	14000	6776000	6776000
386	PPROPILENO TPTE DE 12X20 COLB.	POLI12X20 CO	485	800	800	388000	388000
387	PPROPILENO TPTE DE 12X40 COLB.	12X50 COOL	486	1500	1500	729000	729000
388	PPROPILENO TPTE DE 24X100 COLB.	24X100 COL	487	2200	2200	1071400	1071400
389	PPROPILENO TPTE DE 48X100 COLB.	48X100 COL	488	4000	4000	1952000	1952000
390	PPROPILENO TPTE DE 36X100 COLB.	36X100 COL	489	3500	3500	1711500	1711500
391	PPROPILENO TPTE DE 60X100 COLB.	60X100 COL	490	5000	5000	2450000	2450000
392	PPROPILENO TPTE DE 48X200 COLB.	48X200 COL	491	8000	8000	3928000	3928000
393	PPROPILENO TPTE DE 72X100 COLB.	72X100	492	6000	6000	2952000	2952000
394	PPROPILENO TPTE DE 96X59 COLB.	96X50	493	5900	5900	2908700	2908700
395	PPROPILENO COLOR DE 12X100	12X100 CLR	494	2000	2000	988000	988000
396	PPROPILENO COLOR DE 24X100	24X100	495	3500	3500	1732500	1732500
397	PPROPILENO BLANCA DE 48X100	48X100 BCA	496	6000	6000	2976000	2976000
398	PPROPILENO AMARILLA DE 48X100	48X100 AMA	497	6000	6000	2982000	2982000
399	PPROPILENO ROJA DE 48X100	48X100 ROJO	498	6000	6000	2988000	2988000
400	PPROPILENO VERDE DE 48X100	48X100 VERDE	499	6000	6000	2994000	2994000
401	PPROPILENO AZUL DE 48X100	48X100 AZUL	500	6000	6000	3000000	3000000
402	PPROPILENO VERDE 72X100	72X100 VERDE	501	9000	9000	4509000	4509000
403	PPROPILENO TPTE 48X50 PLAST	48X50 P	502	2200	2200	1104400	1104400
404	PPROPILENO TPTE 48X100 PLAST.	48X100 P	503	4000	4000	2012000	2012000
405	PPROPILENO TPTE DE 48X200 PLAST	48X200 P	504	8000	8000	4032000	4032000
406	PPROPILENO TPTE DE 72X100 PLAST	72X100 P	505	6000	6000	3030000	3030000
407	PPROPILENO CAFÉ 48X100 PLAST.	48X100 CA P	506	6000	6000	3036000	3036000
408	PPROPILENO TPTE 24X100 WA	24X100 WA	507	2200	2200	1115400	1115400
409	PPROPILENO TPTE 48X100 WA	48X100 WA	508	4000	4000	2032000	2032000
410	PPROPILENO TPTE 72X100 WA	72X100 WA	509	6000	6000	3054000	3054000
411	PPROPILENO TPTE 96X100 WA	96X100 WA	510	9000	9000	4590000	4590000
412	53380 DE 48X100 TESA	53380 48X100	511	4000	4000	2044000	2044000
413	53380 DE 24X100 TESA	53380 24X100	512	2200	2200	1126400	1126400
414	53380 DE 48X200 TESA	53380 48X200	513	8000	8000	4104000	4104000
415	ENMASCARAR 12X20 COLBON	12X20 COLBON	514	1500	1500	771000	771000
416	ENMASCARAR 12X40 COLBON	12X24 COLBON	515	2000	2000	1030000	1030000
417	ENMASCARAR 18X40 COLBON	18X40 COLBON	516	3300	3300	1702800	1702800
418	ENMASCARAR 24X40 COLBON	24X40 COLBON	517	4000	4000	2068000	2068000
419	ENMASCARAR 48X40 COLBON	48X40 COLBON	518	7500	7500	3885000	3885000
420	4349 ENMASCARAR 12X40 TESA	12X40 T4349	519	2000	2000	1038000	1038000
421	4349 ENMASCARAR 18X40 TESA	18X40 T4349	520	3400	3400	1768000	1768000
422	4349 ENMASCARAR 24X40 TESA	24X40 T4349	521	4200	4200	2188200	2188200
423	4349 ENMASCARAR 48X40 TESA	48X40 T4349	522	8000	8000	4176000	4176000
424	F3 3M ENMASCARAR 12X40	12X40 3M3F	523	3500	3500	1830500	1830500
425	F3 3M ENMASCARAR 18X40	18X40 3M3F	524	5500	5500	2882000	2882000
426	F3 3M ENMASCARAR 24X40	24X40 3M3F	525	6200	6200	3255000	3255000
427	F3 3M ENMASCARAR 36X40	36X40 3M3F	526	10000	10000	5260000	5260000
428	F3 3M ENMASCARAR 48X40	48X40 3M3F	527	13000	13000	6851000	6851000
429	3M ENMASCARAR VERDE 12X55	12x55 VERDE	528	5500	5500	2904000	2904000
430	3M ENMASCARAR VERDE 24X55	24X55 VERDE	529	12500	12500	6612500	6612500
431	3M ENMASCARAR VERDE 48X55	48X55 VERDE	530	25000	25000	13250000	13250000
432	101 - 3M ENMASCARAR 18X40	101+18X40	531	3200	3200	1699200	1699200
433	101- 3M ENMASCARAR 24X40	101+24X40	532	3600	3600	1915200	1915200
434	ENMASCARAR 6MMX40MTS	6MX40M	533	1200	1200	639600	639600
435	4965 DOBLE FAZ ROJA 6X50	4965CDBL6X50	534	14500	14500	7743000	7743000
436	4965 DOBLE FAZ ROJA 12X50	4965 12X50	535	23000	23000	12305000	12305000
437	4965 DOBLE FAZ ROJA 18X50	4965 18X50	536	44000	44000	23584000	23584000
438	4965 DOBLE FAZ ROJA 25X50	4965 25X50	537	61500	61500	33025500	33025500
439	CINTA DOBLE FAZ ROJA 12X50 SOCO	SOCO 12X50	538	20000	20000	10760000	10760000
440	CINTA DOBLE FAZ ROJA 18X50 SOCO	SOCO 18X50	539	35000	35000	18865000	18865000
441	CINTA DOBLE FAZ ROJA 12X5 SOCO	SOCO 12X5	540	4000	4000	2160000	2160000
442	CINTA DOBLE FAZ ROJA 18X5 SOCO	SOCO 18X5	541	5000	5000	2705000	2705000
443	CINTA DOBLE FAZ ROJA 24X50 SOCO	SOCO 24X50	542	35000	35000	18970000	18970000
444	4957 ESPUMA 12X25	4957 12X25	543	26000	26000	14118000	14118000
445	4957 ESPUMA DE 18X25	4957 18X25	544	38000	38000	20672000	20672000
446	62936  ESPUMA DE 12X25 MAS ALTA	603 12X25	545	40000	19000	21800000	10355000
447	62936 ESPUMA DE 18X25 MAS ALTA	603 18X25	546	60000	25000	32760000	13650000
448	64958 ESPUMA DE 12X25 CLARITO	TESA 12X25	547	32000	32000	17504000	17504000
449	DOBLE FAZ ESPUMA 12X5 SOCO	SOCO 12X5	548	4000	4000	2192000	2192000
450	DOBLE FAZ ESPUMA 18X5 SOCO	SOCO 18X5	549	5000	5000	2745000	2745000
451	DOBLE FAZ ESPUMA 12X50 FANTAPE	FANTAPE12X50	550	40000	40000	22000000	22000000
452	DOBLE FAZ TISSU 12X50 SOCO	TISSUSO12X50	551	9000	9000	4959000	4959000
453	DOBLE FAZ TISSU 24X50 SOCO	TISSUSO24X50	552	15500	15500	8556000	8556000
454	56389 EXTRAPOWER 50X50 GRIS	56389EP50X50	553	40000	40000	22120000	22120000
455	4663  PROFESSIONAL 50X48 GRIS	4663PRO50X48	554	50000	50000	27700000	27700000
456	56389 EXTRAPOWER 50X25 GRIS	56389 50X25	555	25000	25000	13875000	13875000
457	SOCO GRIS DE 48X10	GRIS 48X 10	556	12000	12000	6672000	6672000
458	SOCO ROJO DE 48X30	ROJO 48X30	557	20000	20000	11140000	11140000
459	GAFFER VERDE DE 24X50	VERDE 24X50	558	25000	25000	13950000	13950000
460	GAFFER VERDE DE 48X50	VERDE 48X50	559	50000	50000	27950000	27950000
461	GAFFER NEGRA DE 48X50	NEGRA 48X50	560	50000	50000	28000000	28000000
462	DEMARKACION AMARILLA 48X33	AMARILL48X302	561	18000	18000	10098000	10098000
463	DEMARKACION AMARILLA 72X33	AMARILL72X33	562	28000	28000	15736000	15736000
464	DEMARKACION ROJO BLANCA 48	BLANCO 48X33	563	18000	18000	10134000	10134000
465	IMPRESA DE 12X1 SOCO	IMPRESA12X1	564	1200	1200	676800	676800
466	"DISPENSADOR CINTA 2"""	DISPESAD 2	565	33000	33000	18645000	18645000
467	"DISPENSADOR CINTA 3"""	DISPENSA 3	566	48000	48000	27168000	27168000
468	CINTA PVC BLCO 12X150 SOCO	12X150 SOCO	567	8000	8000	4536000	4536000
469	CINTA PVC BLCO 12X200 TESA	12X200 TESA	568	12000	11000	6816000	6248000
470	CINTA PVC VERDE 12X200 TESA	ROJO 12X200	569	14000	14000	7966000	7966000
471	CINTA PVC AMARILLO 12X200 TESA	AMARI 12X200	570	14000	14000	7980000	7980000
472	CINTA PVC ROJO 12X200 TESA	ROJO 12X200	571	14000	14000	7994000	7994000
473	CINTA PVC AZUL DE 12X200 TESA	AZUL 12X200	572	14000	14000	8008000	8008000
474	ANTIDEZLIZANTE 48X5 NEGRA	48X5 NEGRA	573	20000	20000	11460000	11460000
475	FOTO ANTIDEZLIZANTE 48X25 TESA	FOTO 50X25NG	574	180000	180000	103320000	103320000
476	8X12	8X12	575	2000	2000	1150000	1150000
477	7X15	7X15	576	2200	2200	1267200	1267200
478	9X15	9X15	577	2300	2300	1327100	1327100
479	20X25	20X25	578	6200	6200	3583600	3583600
480	8X30	18X30	579	6800	6800	3937200	3937200
481	NEVERA 850CC	850 CM	580	5500	5500	3190000	3190000
482	NEVERA  1200 CC	120CM	581	6000	6000	3486000	3486000
483	NEVERA 2 LITROS	2 LITROS	582	7500	7500	4365000	4365000
484	NEVERA 4 LITROS	4 LITROS	583	8000	8000	4664000	4664000
485	NEVERA 7 LITROS	7 LITROS	584	10000	9000	5840000	5256000
486	NEVERA 10 LITROS	10 LITROS	585	11000	11000	6435000	6435000
487	NEVERA 20 LITROS	20 LITROS	586	17000	17000	9962000	9962000
488	NEVERA 40 LITROS	40 LITROS	587	32000	32000	18784000	18784000
489	ENCENDEDOR 	ENCENDEDOR	588	6500	6500	3822000	3822000
490	BASE CAFETERA CAFÉ	BASE CAFETER	589	6500	6500	3828500	3828500
491	VINIPEL 6X200	VINIPEL6X200	590	5000	5000	2950000	2950000
492	TRANSP. TUBULAR 1,50 CLB 4 MT	TRAN1.50CLB4	591	6000	6000	3546000	3546000
493	NEGRO TUBULAR 1,50 CLB4  MT	NEO 1.50CLB4	592	5000	5000	2960000	2960000
494	RECUPERADO TUBULAR 1,5 CLB4	RECU1.50CLB4	593	5000	5000	2965000	2965000
495	BURBUJA GRANDE DE 1,50 MT	GRANDE 150	594	2400	2400	1425600	1425600
496	BURBUJA PEQUENA DE 1.50 MT	PEQUEÑA 150	595	1300	1300	773500	773500
497	CARTON CORRUGADO 1,20 MT	1.20 METROS	596	1900	1900	1132400	1132400
498	CARTON CORRUGADO 1,30 MT	1.30 METROS	597	2100	2100	1253700	1253700
499	GUANTE NITRILO UNIDAD	GUANTE	598	1000	1000	598000	598000
500	TAPABOCAS X 50	TAPABOCAX50	599	13000	13000	7787000	7787000
501	GORRO X50	GORROX50	600	13000	13000	7800000	7800000
502	TAPABOCA X UNIDAD	TAPABOCAX1	601	500	500	300500	300500
503	GORRO X UNIDAD	GORROX1	602	500	500	301000	301000
504	PAPEL HIGIENICO ECOLOGICO	PH ECO	603	9000	9000	5427000	5427000
505	PAPEL HIGIENICO BLANCO	PH B/CO	604	10000	10000	6040000	6040000
506	COLBON MADERA	COLBON MADER	605	5000	5000	3025000	3025000
507	PEGA STICK 	PEGA STICK	606	2500	2500	1515000	1515000
508	CINTA AISLANTE NEGRA 18X15	CIN A NEGRA	607	3500	3500	2124500	2124500
509	CINTA AISLANTE BLANCA 18X15	CIN A BLANCA	608	3500	3500	2128000	2128000
510	CINTA AISLANTE COLOR 18X15	CIN A COLOR	609	3600	3600	2192400	2192400
